"id","TYPE","gender","NAME","description","icon_id","part","is_up_to_up","power_require"
"586","5","3","Cải trang","Cải trang thành Bông Băng (Sự kiện Halloween)","3469","-1","0","1500000"
"587","5","3","Cải trang","Cải trang thành Vua Quỷ Satan (Sự kiện Halloween)","3407","-1","0","1500000"
"588","5","3","Cải trang","Cải trang thành Đracula (Sự kiện Halloween)","3496","-1","0","1500000"
"589","27","3","Bông hoa","YTB KhanhDTK, biến mất vào ngày 22/11","5206","-1","0","0"
"590","27","3","Bí kiếp","Dùng để dịch chuyển tức thời","5207","-1","0","1500000"
"591","5","3","Cải trang Siêu Thần","Cải trang thành Siêu Thần Xayda Tóc Xanh","5087","-1","0","0"
"592","5","0","Cải trang Yardrat","Võ phục của người Yardrat","5211","-1","0","1500000"
"593","5","1","Cải trang Yardrat","Võ phục của người Yardrat","5211","-1","0","1500000"
"594","5","2","Cải trang Yardrat","Võ phục của người Yardrat","5211","-1","0","1500000"
"595","6","3","Đậu thần cấp 10","Thức ăn phục hồi HP và KI","241","-1","0","1"
"596","27","3","Gói 30 đậu thần cấp 8","Gói 30 đậu thần cấp 8","241","-1","0","0"
"597","27","3","Gói 30 đậu thần cấp 9","Gói 30 đậu thần cấp 9","241","-1","0","0"
"598","5","0","Avatar","YTB KhanhDTK, biến mất vào ngày 11/2","5235","561","0","0"
"599","5","1","Avatar","YTB KhanhDTK, biến mất vào ngày 11/2","5233","560","0","0"
"600","5","2","Avatar","YTB KhanhDTK, biến mất vào ngày 11/2","5237","562","0","0"
"601","5","0","Cải trang Hợp Thể","Cải trang khi hợp thể","5273","-1","0","150000000"
"602","5","1","Cải trang Hợp Thể","Cải trang khi hợp thể","5306","-1","0","150000000"
"603","5","2","Cải trang Hợp Thể","Cải trang khi hợp thể","5242","-1","0","150000000"
"604","5","0","Cải trang VIP","Cải trang VIP","5304","-1","0","150000000"
"605","5","1","Cải trang VIP","Cải trang VIP","5075","-1","0","150000000"
"606","5","2","Cải trang VIP","Cải trang VIP","5079","-1","0","150000000"
"607","5","0","Cải trang Chan Xư","Cải trang thành Chan Xư","3682","-1","0","150000000"
"608","5","1","Cải trang Lão Cận","Cải trang thành Lão Cận","3964","-1","0","150000000"
"609","5","2","Cải trang Xayda","Cải trang thành Xayda","4938","-1","0","150000000"
"610","27","3","Bông hoa","YTB KhanhDTK","5206","-1","0","0"
"611","27","3","Bản đồ kho báu","Gặp Quy Lão tại đảo kamê để sử dụng","5428","-1","0","0"
"612","5","3","Cải trang Arale","Cải trang Dr. Slum","5344","-1","0","150000000"
"613","5","3","Cải trang Gatchan","Cải trang Dr. Slum","5403","-1","0","150000000"
"614","5","3","Cải trang Obotchaman","Cải trang Dr. Slum","5372","-1","0","150000000"
"615","5","3","Cải trang","Cải trang thành Số 1","1964","-1","0","0"
"616","5","3","Cải trang","Cải trang thành Số 4","1871","-1","0","0"
"617","5","3","Cải trang","Cải trang thành Tiểu Đội Trưởng Ginyu","1995","-1","0","0"
"618","5","3","Cải trang Luffy","Cải trang Hải Tặc Tí Hon","5432","-1","0","0"
"619","5","3","Cải trang Zoro","Cải trang Hải Tặc Tí Hon","5465","-1","0","0"
"620","5","3","Cải trang Sanji","Cải trang Hải Tặc Tí Hon","5495","-1","0","0"
"621","5","3","Cải trang Brook","Cải trang Hải Tặc Tí Hon","5526","-1","0","0"
"622","5","3","Cải trang Chopper","Cải trang Hải Tặc Tí Hon","5680","-1","0","0"
"623","5","3","Cải trang Nami","Cải trang Hải Tặc Tí Hon","5617","-1","0","0"
"624","5","3","Cải trang Franky","Cải trang Hải Tặc Tí Hon","5556","-1","0","0"
"625","5","3","Cải trang Usopp","Cải trang Hải Tặc Tí Hon","5587","-1","0","0"
"626","5","3","Cải trang Robin","Cải trang Hải Tặc Tí Hon","5649","-1","0","0"
"627","27","3","Capsule quà tặng","Giấu bên trong nhiều vật phẩm quý giá","2759","-1","0","0"
"628","5","3","Cải trang Hải Tặc","Cải trang Hải Tặc Tí Hon","5721","-1","0","0"
"629","5","3","Cải trang Fide vàng","Cải trang Fide Vàng","4812","-1","0","0"
"630","5","3","Cải trang Frost 1","Cải trang Frost","4719","-1","0","1500000000"
"631","5","3","Cải trang Frost 2","Cải trang Frost","4750","-1","0","1500000000"
"632","5","3","Cải trang Frost 3","Cải trang Frost","4781","-1","0","1500000000"
"633","5","3","Cải trang Píc","Cải trang thành Android sát thủ","1348","-1","0","150000000"
"634","5","3","Cải trang King kong","Cải trang thành Android sát thủ","2498","-1","0","150000000"
"635","5","3","Cải trang Pi láp","Cải trang nhóm Pi láp","5827","-1","0","0"
"636","5","3","Cải trang Mai","Cải trang nhóm Pi láp","5758","-1","0","0"
"637","5","3","Cải trang Su","Cải trang nhóm Pi láp","5789","-1","0","0"
"638","27","3","Bình chứa Commeson","Vũ khí của người Potaufeu (Giảm 90% sát thương từ quái)","5829","-1","0","0"
"639","5","2","Cải trang Hợp Thể","Cải trang khi hợp thể","5834","-1","0","150000000"
"640","5","0","Cải trang Hợp Thể","Cải trang khi hợp thể","5865","-1","0","150000000"
"641","5","1","Cải trang Hợp Thể","Cải trang khi hợp thể","5898","-1","0","150000000"
"642","5","3","Cải trang ma trơi","YTB KhanhDTK","6091","-1","0","0"
"643","5","3","Cải trang dơi nhí","YTB KhanhDTK","6094","-1","0","0"
"644","5","0","Cải trang bộ xương","YTB KhanhDTK","5101","-1","0","0"
"645","5","1","Cải trang bộ xương","YTB KhanhDTK","5105","-1","0","0"
"646","5","2","Cải trang bộ xương","YTB KhanhDTK","5103","-1","0","0"
"647","5","3","Cải trang Saibamen","Cải trang Saibamen","5995","-1","0","0"
"648","27","3","Hộp quà giáng sinh","YTB KhanhDTK","6123","-1","0","0"
"649","27","3","Tất,vớ giáng sinh","YTB KhanhDTK","6122","-1","0","0"
"650","0","0","Áo Hủy Diệt","Giúp giảm sát thương","6315","674","0","0"
"651","1","0","Quần Hủy Diệt","Giúp bạn tăng HP","6316","675","0","0"
"652","0","1","Áo Hủy Diệt","Giúp giảm sát thương","6320","676","0","0"
"653","1","1","Quần Hủy Diệt","Giúp bạn tăng HP","6321","677","0","0"
"654","0","2","Áo Hủy Diệt","Giúp giảm sát thương","6310","672","0","0"
"655","1","2","Quần Hủy Diệt","Giúp bạn tăng HP","6311","673","0","0"
"656","4","3","Nhẫn Hủy Diệt","Giúp tăng Chí Mạng","6323","-1","0","0"
"657","2","0","Găng Hủy Diệt","Giúp bạn tăng sức đánh","6318","-1","0","0"
"658","3","0","Giầy Hủy Diệt","Giúp bạn tăng MP","6317","-1","0","0"
"659","2","1","Găng Hủy Diệt","Giúp bạn tăng sức đánh","6318","-1","0","0"
"660","3","1","Giầy Hủy Diệt","Giúp bạn tăng MP","6322","-1","0","0"
"661","2","2","Găng Hủy Diệt","Giúp bạn tăng sức đánh","6318","-1","0","0"
"662","3","2","Giầy Hủy Diệt","Giúp bạn tăng MP","6312","-1","0","0"
"663","29","3","Bánh Pudding","Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.","6324","-1","0","0"
"664","29","3","Xúc xích","Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.","6325","-1","0","0"
"665","29","3","Kem dâu","Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.","6326","-1","0","0"
"666","29","3","Mì ly","Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.","6327","-1","0","0"
"667","29","3","Sushi","Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.","6328","-1","0","0"
"668","27","3","Hộp quà Tết 2019","YTB KhanhDTK","2987","-1","0","0"
"669","29","3","Dưa Hấu"," ","1040","-1","0","0"
"670","29","3","Cà rốt",,"4083","-1","0","0"
"671","13","3","Bùa Trí Tuệ x3","Tiềm năng và sức mạnh của bạn sẽ nhận được gấp ba trong 1 khoảng thời gian, kể từ lúc mua","1406","-1","0","0"
"672","13","3","Bùa Trí Tuệ x4","Tiềm năng và sức mạnh của bạn sẽ nhận được gấp bốn trong 1 khoảng thời gian, kể từ lúc mua","1407","-1","0","0"
"673","27","3","abcd",,"5820","-1","0","0"
"674","27","3","Đá ngũ sắc","Loại đá quý hiếm nhất trong thế giới Ngọc Rồng. Dùng để đục lỗ để gắn Sao Pha Lê cho mọi loại trang bị kể cả cải trang. Dùng để mua những cải trang cực hiếm. Có thể nhặt được khi đánh quái, với tỉ lệ rất thấp. Hãy gặp Thần Hủy Diệt để sử dụng loại đá này.","6467","-1","0","0"
"675","5","3","Cải trang","Cải trang thành Sarahs Mother","6473","-1","0","0"
"676","5","3","Cải trang","Cải trang thành Sarah","6369","-1","0","0"
"677","5","3","Cải trang","Cải trang thành Pan","6470","-1","0","0"
"678","5","3","Cải trang","Cải trang thành Android 21","6400","-1","0","0"
"679","5","3","Cải trang","Cải trang thành Muscular Lady","6338","-1","0","0"
"680","5","3","Cải trang","Cải trang thành Caulifla","6431","-1","0","0"
"681","5","3","Cải trang","Cải trang thành Nàng Tiên Cá","6329","-1","0","0"
"682","5","1","Avatar","Dùng để thay đổi khuôn mặt","1350","112","0","0"
"683","5","1","Avatar","Dùng để thay đổi khuôn mặt","1352","111","0","0"
"684","5","1","Avatar","Dùng để thay đổi khuôn mặt","1354","113","0","0"
"685","5","2","Avatar","Dùng để thay đổi khuôn mặt","1330","101","0","0"
"686","5","2","Avatar","Dùng để thay đổi khuôn mặt","1334","103","0","0"
"687","5","2","Avatar","Dùng để thay đổi khuôn mặt","1344","107","0","0"
"688","5","0","Avatar","Dùng để thay đổi khuôn mặt","1342","106","0","0"
"689","5","0","Avatar","Dùng để thay đổi khuôn mặt","1346","108","0","0"
"690","5","0","Avatar","Dùng để thay đổi khuôn mặt","1348","110","0","0"
"691","5","0","Quần đi biển","YTB KhanhDTK","6569","700","0","0"
"692","5","1","Quần đi biển","YTB KhanhDTK","6569","702","0","0"
"693","5","2","Quần đi biển","YTB KhanhDTK","6569","700","0","0"
"694","29","3","Trái dừa","YTB KhanhDTK","6574","-1","0","0"
"695","27","3","Vỏ ốc","YTB KhanhDTK","6570","-1","0","0"
"696","27","3","Vỏ sò","YTB KhanhDTK","6573","-1","0","0"
"697","27","3","Con cua","YTB KhanhDTK","6571","-1","0","0"
"698","27","3","Sao biển","YTB KhanhDTK","6572","-1","0","0"
"699","27","3","HP +400K"," ","2755","-1","0","0"
"700","27","3","Sức đánh +20K"," ","2754","-1","0","0"
"701","27","3","KI +400K"," ","2756","-1","0","0"
"702","12","3","Bí ngô 1 sao","Thu thập để ước Rồng Xương","6579","-1","0","0"
"703","12","3","Bí ngô 2 sao","Thu thập để ước Rồng Xương","6580","-1","0","0"
"704","12","3","Bí ngô 3 sao","Thu thập để ước Rồng Xương","6581","-1","0","0"
"705","12","3","Bí ngô 4 sao","Thu thập để ước Rồng Xương","6582","-1","0","0"
"706","12","3","Bí ngô 5 sao","Thu thập để ước Rồng Xương","6583","-1","0","0"
"707","12","3","Bí ngô 6 sao","Thu thập để ước Rồng Xương","6584","-1","0","0"
"708","12","3","Bí ngô 7 sao","Thu thập để ước Rồng Xương","6585","-1","0","0"
"709","27","3","Bông hoa","YTB KhanhDTK","5206","-1","0","0"
"710","5","3","Cải trang","Cải trang thành Quy lão Kamê","5175","-1","0","0"
"711","5","3","Cải trang","Cải trang thành Jacky Chun","3527","-1","0","0"
"712","27","3","Truy","YTB KhanhDTK","1409","-1","0","0"
"713","27","3","Bắt","YTB KhanhDTK","1407","-1","0","0"
"714","27","3","Đại","YTB KhanhDTK","1406","-1","0","0"
"715","27","3","Vương","YTB KhanhDTK","1405","-1","0","0"
"716","27","3","Urôn","YTB KhanhDTK","1404","-1","0","0"
"717","27","3","Bao Lì Xì","YTB KhanhDTK","6764","-1","0","0"
"718","27","3","Vé tặng ngọc","Dùng để tặng ngọc của mình cho người khác, 1 vé tương ứng số lượng là 10 ngọc","6765","-1","0","0"
"719","5","3","Cải trang","Cải trang thành Urôn","6734","-1","0","0"
"720","27","3","Mảnh cải trang","Thu thập để đổi cải trang thành Urôn","6777","-1","0","0"
"721","27","3","Phiếu giảm giá VIP","YTB KhanhDTK","4030","-1","0","0"
"722","27","3","Capsule hồng","YTB KhanhDTK","6782","-1","0","0"
"723","27","3","Bông hồng","YTB KhanhDTK","5206","-1","0","0"
"724","5","3","Cải trang","Cải trang thành Chi Chi","6783","-1","0","0"
"725","27","3","Siêu thần thủy","Vật phẩm nhiệm vụ","6848","-1","0","1000000"
"726","27","3","Mảnh giấy có chữ 'MA'","Vật phẩm nhiệm vụ","6847","-1","0","1000000"
"727","27","3","Siêu thần thủy","Sử dụng sẽ có cơ hội tăng 1 triệu Sức Mạnh và Tiềm Năng vĩnh viễn.","6849","-1","0","100000000"
"728","27","3","Siêu thần thủy","Sử dụng sẽ có cơ hội tăng 5 triệu Sức Mạnh và Tiềm Năng vĩnh viễn.","6850","-1","0","1000000000"
"729","5","3","Cải trang Hatchiyack","Cải trang thành Hatchiyack","5963","-1","0","0"
"730","5","3","Cải trang Sói Basil","3 Con sói đi chung +10% tấn công cho Đệ tử ","6914","-1","0","0"
"731","5","3","Cải trang Sói Lavender","3 Con sói đi chung +10% tấn công cho Đệ tử ","6917","-1","0","0"
"732","5","3","Cải trang Sói Bergamo","3 Con sói đi chung +10% tấn công cho Đệ tử ","6949","-1","0","0"
"733","23","3","Cân đẩu vân ngũ sắc","Bay không tốn KI","6980","1","0","0"
"734","23","3","Ngọc Thố","Bay không tốn KI","6981","2","0","0"
"735","23","3","Lồng đèn cá chép","Bay không tốn KI","6982","3","0","0"
"736","27","3","Hộp quà 5 sao","YTB KhanhDTK","6983","-1","0","0"
"737","27","3","Capsule Trung Thu","YTB KhanhDTK","6984","-1","0","0"
"738","5","3","Cải trang Dr Lychee","Cải trang thành Dr Lychee","6852","-1","0","0"
"739","5","3","Cải trang Bill Bí Ngô","Cải trang thành Bill Bí Ngô","6985","-1","0","0"
"740","11","3","Lưỡi hái Thần Chết","YTB KhanhDTK","7019","37","0","0"
"741","11","3","Cánh dơi Dracula","YTB KhanhDTK","7022","38","0","0"
"742","5","3","Cải trang Caufila Dơi","Cải trang thành Caufila Dơi","7023","-1","0","0"
"743","23","3","Chổi bay Phù Thủy","Bay không tốn KI","7056","4","0","0"
"744","23","3","Cột nhà","Bay không tốn KI","7063","5","0","0"
"745","11","3","Bông tuyết","Tạo khí lạnh gây ảnh hưởng xung quanh","7066","39","0","0"
"746","23","3","Xe tuần lộc","Bay không tốn KI","7067","6","0","0"
"747","28","3","Cờ xanh dương","Bật để PK đồ sát các màu cờ khác","2325","-1","0","0"
"748","27","3","Thịt heo","YTB KhanhDTK","7068","-1","0","0"
"749","27","3","Thúng nếp","YTB KhanhDTK","7069","-1","0","0"
"750","27","3","Thúng đậu xanh","YTB KhanhDTK","7070","-1","0","0"
"751","27","3","Lá dong","YTB KhanhDTK","7071","-1","0","0"
"752","31","3","Bánh tét","YTB KhanhDTK, tác dụng trong 60 phút","7079","-1","0","0"
"753","31","3","Bánh chưng","YTB KhanhDTK, tác dụng trong 60 phút","7080","-1","0","0"
"754","5","0","Nón Chuột may mắn","YTB KhanhDTK","7085","769","0","0"
"755","5","1","Nón Chuột may mắn","YTB KhanhDTK","7091","771","0","0"
"756","5","2","Nón Chuột may mắn","YTB KhanhDTK","7088","770","0","0"
"757","27","3","Túi Canh Tý 2020","Mở ra sẽ nhận 1 chuột phát tài","7097","-1","0","0"
"758","27","3","Capsule Tết 2023","Giấu bên trong nhiều vật phẩm quý giá","5004","-1","0","0"
"759","27","3","Nâng kỹ năng 4 đệ tử","Nâng chiêu 4 của đệ tử lên 1 cấp","7101","-1","0","0"
"760","5","3","Cải trang VIP","Cải trang Thủy Thủ Mặt Trăng","7102","-1","0","0"
"761","5","0","Avatar đeo khẩu trang","Dùng để thay đổi khuôn mặt","7134","775","0","0"
"762","5","1","Avatar đeo khẩu trang","Dùng để thay đổi khuôn mặt","7140","777","0","0"
"763","5","2","Avatar đeo khẩu trang","Dùng để thay đổi khuôn mặt","7137","776","0","0"
"764","29","3","Khẩu trang","YTB KhanhDTK","7149","-1","0","0"
"765","5","3","Cải trang Gohan Bư","Cải trang thành Gohan Bư","4261","-1","0","0"
"766","11","3","Cờ xám","Vật phẩm bang hội","1027","0","0","1500000"
"767","11","3","Cờ đen","Vật phẩm bang hội","1026","1","0","0"
"768","11","3","Cờ xanh lá","Vật phẩm bang hội","1033","2","0","0"
"769","11","3","Cờ xanh biển","Vật phẩm bang hội","1032","3","0","0"
"770","11","3","Cờ hồng","Vật phẩm bang hội","1028","4","0","0"
"771","11","3","Cờ cam","Vật phẩm bang hội","1029","5","0","0"
"772","11","3","Cờ vàng","Vật phẩm bang hội","1031","6","0","0"
"773","11","3","Cờ tím","Vật phẩm bang hội","1030","7","0","0"
"774","11","3","Cờ xanh dạ","Vật phẩm bang hội","1025","8","0","0"
"775","11","3","Cờ đỏ","Vật phẩm bang hội","1034","9","0","0"
"776","11","3","Khăn xanh lá","Vật phẩm bang hội","1063","10","0","0"
"777","11","3","Khăn xanh dương","Vật phẩm bang hội","1064","11","0","0"
"778","11","3","Khăn vàng","Vật phẩm bang hội","1065","12","0","0"
"779","11","3","Khăn tím","Vật phẩm bang hội","1066","13","0","0"
"780","11","3","Khăn nâu","Vật phẩm bang hội","1067","14","0","0"
"781","11","3","Khăn xám","Vật phẩm bang hội","1070","15","0","0"
"782","11","3","Khăn đỏ","Vật phẩm bang hội","1072","16","0","0"
"783","11","3","Khăn hồng","Vật phẩm bang hội","1068","17","0","0"
"784","11","3","Khăn xanh dạ","Vật phẩm bang hội","1069","18","0","0"
"785","11","3","Ba lô","Vật phẩm bang hội","1038","19","0","0"
"786","11","3","Đao","Vật phẩm bang hội","1044","20","0","0"
"787","11","3","Gậy","Vật phẩm bang hội","1039","21","0","0"
"788","11","3","Mai rùa","Vật phẩm bang hội","1035","22","0","0"
"789","11","3","Giỏ bơ","Vật phẩm bang hội","1043","23","0","0"
"790","11","3","Giỏ dưa hấu","Vật phẩm bang hội","1040","24","0","0"
"791","11","3","Giỏ củ cải trắng","Vật phẩm bang hội","1036","25","0","0"
"792","11","3","Giỏ cà rốt","Vật phẩm bang hội","1037","26","0","0"
"793","11","3","Giỏ chuối","Vật phẩm bang hội","1042","27","0","0"
"794","11","3","Gậy phép","Vật phẩm bang hội","1084","29","0","0"
"795","23","3","Ghế bay","Bay không tốn KI","7221","7","0","0"
"796","27","3","Hộp Capsule","Vật phẩm nhiệm vụ","7222","-1","0","0"
"797","13","3","Bùa Trí Tuệ","Vật phẩm bang hội","1403","-1","0","0"
"798","13","3","Bùa Mạnh Mẽ","Vật phẩm bang hội","1404","-1","0","0"
"799","13","3","Bùa Da Trâu","Vật phẩm bang hội","1405","-1","0","0"
"800","11","3","Lồng đèn Cô Vy","YTB KhanhDTK","7226","40","0","0"
"801","11","3","Lồng đèn Con tàu","YTB KhanhDTK","7227","41","0","0"
"802","11","3","Lồng đèn Con gà","YTB KhanhDTK","7230","42","0","0"
"803","11","3","Lồng đèn Con bướm","YTB KhanhDTK","7233","43","0","0"
"804","11","3","Lồng đèn Đôrêmon","YTB KhanhDTK","7236","44","0","0"
"805","11","3","Vòng sáng thiên thần","YTB KhanhDTK","7334","45","0","0"
"806","5","3","Cải trang Đôrêmon","Robot Mèo ú đến từ tương lai, có nhiều bảo bối hay bị nhầm với con chồn.","7189","-1","0","0"
"807","12","3","Ngọc đen 1 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7337","-1","0","0"
"808","12","3","Ngọc đen 2 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7338","-1","0","0"
"809","12","3","Ngọc đen 3 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7339","-1","0","0"
"810","12","3","Ngọc đen 4 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7340","-1","0","0"
"811","12","3","Ngọc đen 5 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7341","-1","0","0"
"812","12","3","Ngọc đen 6 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7342","-1","0","0"
"813","12","3","Ngọc đen 7 sao","Thu thập để ước Rồng Xương (tự động xóa khi kết thúc sự kiện)","7343","-1","0","0"
"814","11","3","Ma trơi","YTB KhanhDTK","7352","46","0","0"
"815","11","3","Hồn ma Goku","YTB KhanhDTK","7353","47","0","0"
"816","11","3","Hồn ma Ca đíc","YTB KhanhDTK","7354","48","0","0"
"817","11","3","Hồn ma Pôcôlô","YTB KhanhDTK","7355","49","0","0"
"818","27","3","Capsule Halloween","YTB KhanhDTK","7356","-1","0","0"
"819","5","3","Cải trang Xuka","Xinh đẹp, hiền lành, học giỏi đúng chuẩn con nhà người ta.","7357","-1","0","0"
"820","27","3","Vé quay ngọc đen","Dùng để đập ngọc may mắn miễn phí ở Thượng Đế","7389","-1","0","0"
"821","27","3","Vé quay ngọc vàng","Dùng để đập ngọc may mắn miễn phí ở Thượng Đế","7390","-1","0","0"
"822","11","3","Cây thông","YTB KhanhDTK","7395","50","0","0"
"823","11","3","Túi quà","YTB KhanhDTK","7396","51","0","0"
"824","5","0","Cải trang Noel","Cải trang Noel","7426","-1","0","0"
"825","5","1","Cải trang Noel","Cải trang Noel","7430","-1","0","0"
"826","5","2","Cải trang Noel","Cải trang Noel","7428","-1","0","0"
"827","5","3","Cải trang Noel","Cải trang Noel","7435","-1","0","0"
"828","33","3","Mảnh Khủng long","Hai chi trước của Khủng long rất ngắn nên chúng không thể cầm thức ăn được","7467","-1","0","0"
"829","33","3","Mảnh Lợn lòi","Lợn lòi có sở thích mài răng nanh dưới đất, vô tình tạo ra những rãnh đất để người Namec trồng trọt","7468","-1","0","0"
"830","33","3","Mảnh Quỷ đất","Bản tính của Qủy đất khá nhút nhát, chúng thường núp vào cây khi gặp người lạ","7469","-1","0","0"
"831","33","3","Mảnh Khủng long mẹ","Hai chi trước của Khủng long rất ngắn nên chúng không thể cầm thức ăn được","7470","-1","0","0"
"832","33","3","Mảnh Lợn lòi mẹ","Lợn lòi có sở thích mài răng nanh dưới đất, vô tình tạo ra những rãnh đất để người Namec trồng trọt","7471","-1","0","0"
"833","33","3","Mảnh Quỷ đất mẹ","Bản tính của Qủy đất khá nhút nhát, chúng thường núp vào cây khi gặp người lạ","7472","-1","0","0"
"834","33","3","Mảnh Thằn lằn bay","Thằn lằn bay dùng cái mỏ dài và cứng để tấn công kẻ thù, đôi khi chúng vẫn dùng để gõ hạt óc chó ăn","7473","-1","0","0"
"835","33","3","Mảnh Phi long","Dùng tốc độ cực nhanh để tiếp cận và hạ gục mục tiêu, Phi long cũng có sở thích hơi lạ là khi bay luôn mở to miệng để đón gió","7474","-1","0","0"
"836","33","3","Mảnh Quỷ bay","Sở trường tấn công chớp choáng kẻ thù, nhưng đâu ai ngờ Quỷ bay lại có bệnh sợ độ cao","7475","-1","0","0"
"837","33","3","Mảnh Lính độc nhãn","Người ta nuôi quân lính dùng trong 1 giờ, Lính độc nhãn thì không dùng được 5 phút","7476","-1","0","0"
"838","33","3","Mảnh Lính độc nhãn","Người ta nuôi quân lính dùng trong 1 giờ, Lính độc nhãn thì không dùng được 5 phút","7477","-1","0","0"
"839","33","3","Mảnh Sói xám","Được lính độc nhãn thuần hóa và cho giữ nhà như cún con, sở thích của chúng là được chơi trò nhặt bóng","7478","-1","0","0"
"840","33","3","Mảnh Trung úy Trắng","Thân hình hơi béo so với tiêu chuẩn chung, luôn đeo chiếc khăn quàng đỏ, thường hay mơ mộng làm thơ","7480","-1","0","0"
"841","33","3","Mảnh Ninja Áo Tím","Ninja với nhiều tài năng để trở thành sát thủ, nhưng kỹ thuật ẩn thân lại không có, nên không thể trở thành sát thủ","7481","-1","0","0"
"842","33","3","Mảnh Trung úy Xanh Lơ","Có siêu năng lực thôi miên nhưng cực kỳ sợ chuột","7479","-1","0","0"
"843","5","0","Cải trang Trâu vàng","YTB KhanhDTK","7489","-1","0","0"
"844","5","1","Cải trang Trâu đen","YTB KhanhDTK","7551","-1","0","0"
"845","5","2","Cải trang Trâu trắng","YTB KhanhDTK","7520","-1","0","0"
"846","5","0","Nón Trâu may mắn","YTB KhanhDTK","7585","825","0","0"
"847","5","1","Nón Trâu may mắn","YTB KhanhDTK","7589","827","0","0"
"848","5","2","Nón Trâu may mắn","YTB KhanhDTK","7587","826","0","0"
"849","23","3","Pháo Thăng Thiên","Bay không tốn KI","4548","8","0","0"
"850","27","3","Cỏ tươi","YTB KhanhDTK","7594","-1","0","0"
"851","27","3","Cỏ tươi","YTB KhanhDTK","7594","-1","0","0"
"852","11","3","Cây trúc","YTB KhanhDTK","7597","52","0","0"
"853","5","0","Cải trang Trâu Nâu","YTB KhanhDTK","7641","-1","0","0"
"854","5","1","Cải trang Trâu Nâu","YTB KhanhDTK","7645","-1","0","0"
"855","5","2","Cải trang Trâu Nâu","YTB KhanhDTK","7643","-1","0","0"
"856","5","0","Cải trang Trâu Đốm","YTB KhanhDTK","7600","-1","0","0"
"857","5","1","Cải trang Trâu Đốm","YTB KhanhDTK","7604","-1","0","0"
"858","5","2","Cải trang Trâu Đốm","YTB KhanhDTK","7602","-1","0","0"
"859","33","3","Mảnh Độc Nhãn","Đầu não của Red Ribbon. Bị chột một mắt. Lúc nhỏ bị mọi người chê là 'Thằng lùn'","1568","-1","0","0"
"860","5","3","Cải trang Mị Nương","YTB KhanhDTK","9631","-1","0","0"
"861","34","3","Hồng ngọc",,"7743","-1","0","0"
"862","5","3","Cải trang Nobita","Nhát như thỏ đế, lười học, mê ngủ chỉ được mỗi tài thiện xạ.","7744","-1","0","0"
"863","5","3","Cải trang Xekô","Con nhà giàu, học giỏi, yêu khoa học chỉ tội mỏ nhọn, lẻo méo, lươn lẹo.","7808","-1","0","0"
"864","5","3","Cải trang Chaien","Hay bắt nạt bạn bè, hát như bò rống chỉ được cái can đảm.","7776","-1","0","0"
"865","11","3","Kiếm Z","YTB KhanhDTK","7842","53","0","0"
"866","5","0","Avatar","Dùng để thay đổi khuôn mặt","7847","855","0","0"
"867","5","1","Avatar","Dùng để thay đổi khuôn mặt","7846","854","0","0"
"868","5","2","Avatar","Dùng để thay đổi khuôn mặt","7843","853","0","0"
"869","27","3","Capsule 1 sao","Giấu bên trong nhiều vật phẩm quý giá","7852","-1","0","0"
"870","27","3","Capsule 2 sao","Giấu bên trong nhiều vật phẩm quý giá","7853","-1","0","0"
"871","27","3","Capsule 3 sao","Giấu bên trong nhiều vật phẩm quý giá","7854","-1","0","0"
"872","5","0","Avatar Gohan 1","Dùng để thay đổi khuôn mặt","7855","856","0","0"
"873","5","0","Avatar Gohan 2","Dùng để thay đổi khuôn mặt","7858","857","0","0"
"874","27","3","Rùa con","Mang Rùa con bị lạc về cho Quy Lão để nhận thưởng.","7861","-1","0","0"
"875","5","2","Cải trang Cadic","YTB KhanhDTK","7862","-1","0","0"
"876","5","0","Cải trang Gohan","YTB KhanhDTK","7894","-1","0","0"
"877","5","1","Cải trang Pocolo","YTB KhanhDTK","7926","-1","0","0"
"878","5","3","Cải trang Cooler vàng","YTB KhanhDTK","6587","-1","0","0"
"879","5","3","Cải trang Thống Chế Kilo","YTB KhanhDTK","6618","-1","0","0"
